osm_id,classification,c2b_disposition,alignment,length_m,road_id,lane_id,aligned_run_m,mean_eff_dist_m,proof
1268837385,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,7.18,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1269165001,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 48859/-2 aligned 4.0 m,18.33,48859,-2,4.0,2.422,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1269165002,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,16.2,43629,-2,6.0,2.067,"runs inside existing sidewalk lane 43629/-2 (s=0.0 m, w=2.8 m) for 6.0 m; lane already present - nothing new authored (no duplication)"
1271024670,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,225.13,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1272842032,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,10.69,44670,-3,12.0,3.629,"runs inside existing sidewalk lane 44670/-3 (s=0.0 m, w=2.8 m) for 12.0 m; lane already present - nothing new authored (no duplication)"
1272842053,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,207.58,44401,-2,154.0,0.561,"runs inside existing sidewalk lane 44401/-2 (s=0.0 m, w=2.8 m) for 154.0 m; lane already present - nothing new authored (no duplication)"
1272842062,SIDEWALK,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.7,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1272842064,SIDEWALK,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.71,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1272842067,SIDEWALK,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.02,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1274560247,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.3,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1274563654,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,595.15,41231,-3,396.0,4.044,"runs inside existing sidewalk lane 41231/-3 (s=0.0 m, w=2.8 m) for 396.0 m; lane already present - nothing new authored (no duplication)"
1276764457,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,5.62,45632,-2,6.0,2.985,"runs inside existing sidewalk lane 45632/-2 (s=0.0 m, w=2.8 m) for 6.0 m; lane already present - nothing new authored (no duplication)"
1276764458,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,11.66,45632,-2,10.0,2.519,"runs inside existing sidewalk lane 45632/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
1276764461,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49335/-3 aligned 2.0 m,37.28,49335,-3,2.0,2.939,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1276764462,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49332/-4 aligned 8.0 m,22.59,49332,-4,8.0,2.148,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1276764463,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,5.1,47226,-3,6.0,2.09,"runs inside existing sidewalk lane 47226/-3 (s=0.0 m, w=2.8 m) for 6.0 m; lane already present - nothing new authored (no duplication)"
1276764464,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.36,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1276764465,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.43,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1276764466,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,2.21,44502,-2,4.0,2.656,"runs inside existing sidewalk lane 44502/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
1276764467,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44502/-2 aligned 8.0 m,53.21,44502,-2,8.0,2.373,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1276764469,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,22.42,45540,-3,12.0,2.18,"runs inside existing sidewalk lane 45540/-3 (s=0.0 m, w=2.8 m) for 12.0 m; lane already present - nothing new authored (no duplication)"
1276764470,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,48.31,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283592645,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40762/-2 aligned 8.0 m,33.2,40762,-2,8.0,2.297,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283592646,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,14.72,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283592647,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.85,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283592649,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,53.13,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283707234,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44549/-3 aligned 6.0 m,132.54,44549,-3,6.0,2.395,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283707235,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44549/-3 aligned 6.0 m,132.32,44549,-3,6.0,2.38,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1283707236,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44549/-3 aligned 6.0 m,132.34,44549,-3,6.0,2.38,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1284412188,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41237/-2 aligned 6.0 m,18.17,41237,-2,6.0,1.863,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1284412189,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,276.89,44670,-3,294.0,2.968,"runs inside existing sidewalk lane 44670/-3 (s=0.0 m, w=2.8 m) for 294.0 m; lane already present - nothing new authored (no duplication)"
1284412190,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44401/-2 aligned 10.0 m,103.05,44401,-2,10.0,3.275,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1284412191,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,21.82,44668,-2,22.0,1.801,"runs inside existing sidewalk lane 44668/-2 (s=0.0 m, w=2.8 m) for 22.0 m; lane already present - nothing new authored (no duplication)"
1286372871,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,68.15,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1286372872,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,148.13,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1286768664,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,99.36,40303,-2,98.0,2.273,"runs inside existing sidewalk lane 40303/-2 (s=0.0 m, w=2.8 m) for 98.0 m; lane already present - nothing new authored (no duplication)"
1286796061,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,39.48,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1286796062,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.22,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288037230,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,28.02,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288037235,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,8.15,44729,-2,10.0,2.42,"runs inside existing sidewalk lane 44729/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
1288328095,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 47895/-4 aligned 8.0 m,56.18,47895,-4,8.0,2.342,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288354700,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41813/-2 aligned 8.0 m,39.59,41813,-2,8.0,2.358,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288354707,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41815/-2 aligned 10.0 m,46.24,41815,-2,10.0,2.282,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288354708,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,51.82,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288354711,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,2.65,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288354716,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,54.56,41815,-2,56.0,1.287,"runs inside existing sidewalk lane 41815/-2 (s=0.0 m, w=2.8 m) for 56.0 m; lane already present - nothing new authored (no duplication)"
1288354717,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,2.65,41812,-2,4.0,1.951,"runs inside existing sidewalk lane 41812/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
1288620303,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44092/-2 aligned 4.0 m,46.56,44092,-2,4.0,2.961,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1288620308,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,6.26,44092,-2,4.0,2.998,"runs inside existing sidewalk lane 44092/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
1288620309,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,4.95,44092,-2,4.0,2.696,"runs inside existing sidewalk lane 44092/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
1288620310,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,6.53,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1290241048,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,118.52,49416,-4,68.0,3.65,"runs inside existing sidewalk lane 49416/-4 (s=0.0 m, w=2.8 m) for 68.0 m; lane already present - nothing new authored (no duplication)"
1295603511,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,28.4,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1295603512,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.63,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1295603513,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.81,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1297012002,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,77.7,45278,-2,86.0,0.683,"runs inside existing sidewalk lane 45278/-2 (s=0.0 m, w=2.8 m) for 86.0 m; lane already present - nothing new authored (no duplication)"
1299099741,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,65.72,40157,-2,72.0,2.55,"runs inside existing sidewalk lane 40157/-2 (s=0.0 m, w=2.8 m) for 72.0 m; lane already present - nothing new authored (no duplication)"
1300865487,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.87,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1300917474,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.97,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1301640760,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41897/-2 aligned 10.0 m,43.65,41897,-2,10.0,2.974,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1302204423,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,70.3,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1302300628,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,5.07,48861,-5,2.0,4.329,"runs inside existing sidewalk lane 48861/-5 (s=0.0 m, w=2.8 m) for 2.0 m; lane already present - nothing new authored (no duplication)"
1302300636,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,9.18,49409,-3,6.0,2.093,"runs inside existing sidewalk lane 49409/-3 (s=0.0 m, w=2.8 m) for 6.0 m; lane already present - nothing new authored (no duplication)"
1302300637,SIDEWALK,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.81,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1302300639,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,48.59,72110,-2,56.0,3.245,"runs inside existing sidewalk lane 72110/-2 (s=0.0 m, w=2.8 m) for 56.0 m; lane already present - nothing new authored (no duplication)"
1302300640,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,25.81,46308,-2,26.0,4.351,"runs inside existing sidewalk lane 46308/-2 (s=0.0 m, w=2.8 m) for 26.0 m; lane already present - nothing new authored (no duplication)"
1302300641,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,887.42,47922,-2,522.0,1.513,"runs inside existing sidewalk lane 47922/-2 (s=0.0 m, w=2.8 m) for 522.0 m; lane already present - nothing new authored (no duplication)"
1302300642,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,68.57,41458,-2,64.0,3.711,"runs inside existing sidewalk lane 41458/-2 (s=0.0 m, w=2.8 m) for 64.0 m; lane already present - nothing new authored (no duplication)"
1303751858,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,14.9,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1303751859,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,25.57,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1303751863,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,466.87,46908,-2,494.0,1.78,"runs inside existing sidewalk lane 46908/-2 (s=0.0 m, w=2.8 m) for 494.0 m; lane already present - nothing new authored (no duplication)"
1303751864,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,459.39,42012,-2,482.0,2.804,"runs inside existing sidewalk lane 42012/-2 (s=0.0 m, w=2.8 m) for 482.0 m; lane already present - nothing new authored (no duplication)"
1303751881,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,22.05,40436,-2,10.0,2.225,"runs inside existing sidewalk lane 40436/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
1303751886,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 46910/-2 aligned 8.0 m,60.29,46910,-2,8.0,2.333,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1303751887,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,133.22,46910,-2,140.0,3.661,"runs inside existing sidewalk lane 46910/-2 (s=0.0 m, w=2.8 m) for 140.0 m; lane already present - nothing new authored (no duplication)"
1303932559,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,19.76,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1304137953,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,147.95,46875,-2,158.0,3.449,"runs inside existing sidewalk lane 46875/-2 (s=0.0 m, w=2.8 m) for 158.0 m; lane already present - nothing new authored (no duplication)"
1304137954,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,280.58,41980,-2,304.0,3.64,"runs inside existing sidewalk lane 41980/-2 (s=0.0 m, w=2.8 m) for 304.0 m; lane already present - nothing new authored (no duplication)"
1304137955,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,111.34,46875,-2,124.0,3.427,"runs inside existing sidewalk lane 46875/-2 (s=0.0 m, w=2.8 m) for 124.0 m; lane already present - nothing new authored (no duplication)"
1304137956,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,90.67,41981,-2,104.0,2.245,"runs inside existing sidewalk lane 41981/-2 (s=0.0 m, w=2.8 m) for 104.0 m; lane already present - nothing new authored (no duplication)"
1304137957,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,325.43,42006,-2,344.0,3.182,"runs inside existing sidewalk lane 42006/-2 (s=0.0 m, w=2.8 m) for 344.0 m; lane already present - nothing new authored (no duplication)"
1304137972,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,151.72,46904,-2,164.0,3.393,"runs inside existing sidewalk lane 46904/-2 (s=0.0 m, w=2.8 m) for 164.0 m; lane already present - nothing new authored (no duplication)"
1304137973,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,183.97,46904,-2,200.0,3.442,"runs inside existing sidewalk lane 46904/-2 (s=0.0 m, w=2.8 m) for 200.0 m; lane already present - nothing new authored (no duplication)"
1304137974,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,220.29,46907,-2,230.0,3.451,"runs inside existing sidewalk lane 46907/-2 (s=0.0 m, w=2.8 m) for 230.0 m; lane already present - nothing new authored (no duplication)"
1304137975,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,141.22,46903,-2,160.0,2.851,"runs inside existing sidewalk lane 46903/-2 (s=0.0 m, w=2.8 m) for 160.0 m; lane already present - nothing new authored (no duplication)"
1304137976,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,232.31,45151,-2,246.0,2.894,"runs inside existing sidewalk lane 45151/-2 (s=0.0 m, w=2.8 m) for 246.0 m; lane already present - nothing new authored (no duplication)"
1304137977,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,322.63,42013,-2,348.0,3.407,"runs inside existing sidewalk lane 42013/-2 (s=0.0 m, w=2.8 m) for 348.0 m; lane already present - nothing new authored (no duplication)"
1304137979,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,336.39,42004,-2,360.0,3.099,"runs inside existing sidewalk lane 42004/-2 (s=0.0 m, w=2.8 m) for 360.0 m; lane already present - nothing new authored (no duplication)"
1304137982,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,163.77,45149,-2,176.0,2.37,"runs inside existing sidewalk lane 45149/-2 (s=0.0 m, w=2.8 m) for 176.0 m; lane already present - nothing new authored (no duplication)"
1304137984,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,337.06,46897,-2,362.0,3.246,"runs inside existing sidewalk lane 46897/-2 (s=0.0 m, w=2.8 m) for 362.0 m; lane already present - nothing new authored (no duplication)"
1304137988,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,126.78,41999,-2,128.0,3.167,"runs inside existing sidewalk lane 41999/-2 (s=0.0 m, w=2.8 m) for 128.0 m; lane already present - nothing new authored (no duplication)"
1304137989,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,40.32,46896,-2,42.0,2.962,"runs inside existing sidewalk lane 46896/-2 (s=0.0 m, w=2.8 m) for 42.0 m; lane already present - nothing new authored (no duplication)"
1304137998,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,11.34,46903,-2,8.0,2.589,"runs inside existing sidewalk lane 46903/-2 (s=0.0 m, w=2.8 m) for 8.0 m; lane already present - nothing new authored (no duplication)"
1304137999,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,222.4,42012,-2,236.0,1.659,"runs inside existing sidewalk lane 42012/-2 (s=0.0 m, w=2.8 m) for 236.0 m; lane already present - nothing new authored (no duplication)"
1304138001,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,144.35,42010,-2,150.0,3.799,"runs inside existing sidewalk lane 42010/-2 (s=0.0 m, w=2.8 m) for 150.0 m; lane already present - nothing new authored (no duplication)"
1304138003,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,134.35,46875,-2,150.0,3.56,"runs inside existing sidewalk lane 46875/-2 (s=0.0 m, w=2.8 m) for 150.0 m; lane already present - nothing new authored (no duplication)"
1304138007,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,82.25,46906,-2,88.0,3.405,"runs inside existing sidewalk lane 46906/-2 (s=0.0 m, w=2.8 m) for 88.0 m; lane already present - nothing new authored (no duplication)"
1304138008,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,63.74,41980,-2,70.0,4.392,"runs inside existing sidewalk lane 41980/-2 (s=0.0 m, w=2.8 m) for 70.0 m; lane already present - nothing new authored (no duplication)"
1304227254,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,47.81,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1304227255,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 47907/-2 aligned 8.0 m,160.21,47907,-2,8.0,2.417,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1305356939,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,29.92,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1305356940,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,12.84,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1305356941,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,2.72,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1305356942,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.09,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1305356943,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,8.22,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1310433108,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,289.11,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1310433109,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,55.48,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
1310466519,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,11.31,48282,-2,8.0,2.523,"runs inside existing sidewalk lane 48282/-2 (s=0.0 m, w=2.8 m) for 8.0 m; lane already present - nothing new authored (no duplication)"
1310466520,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,232.38,48282,-2,236.0,2.295,"runs inside existing sidewalk lane 48282/-2 (s=0.0 m, w=2.8 m) for 236.0 m; lane already present - nothing new authored (no duplication)"
1310466521,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,15.98,68161,-2,16.0,0.791,"runs inside existing sidewalk lane 68161/-2 (s=0.0 m, w=2.8 m) for 16.0 m; lane already present - nothing new authored (no duplication)"
1310466522,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,525.99,40083,-2,552.0,2.779,"runs inside existing sidewalk lane 40083/-2 (s=0.0 m, w=2.8 m) for 552.0 m; lane already present - nothing new authored (no duplication)"
1310466523,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,28.26,66278,-2,12.0,2.397,"runs inside existing sidewalk lane 66278/-2 (s=0.0 m, w=2.8 m) for 12.0 m; lane already present - nothing new authored (no duplication)"
1310466525,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,79.56,40083,-2,82.0,1.839,"runs inside existing sidewalk lane 40083/-2 (s=0.0 m, w=2.8 m) for 82.0 m; lane already present - nothing new authored (no duplication)"
